"";"MSETrain";"MSEValid"
"1";0,0575630636776195;0,0514256870045381
"2";0,0334387835334329;0,0242316122616039
"3";0,0238858750287224;0,0231565542782054
"4";0,0226482077205882;0,02253693300135
"5";0,0219087712904986;0,0221021988812615
"6";0,0213966653861252;0,0217723285450655
"7";0,0210099747601677;0,0215073596729952
"8";0,0207005399816176;0,0212852478027344
"9";0,0204426365272672;0,0210931418923771
"10";0,0202211881151386;0,0209226944867302
"11";0,0200267552394493;0,0207688163308536
"12";0,0198530384138519;0,0206277779971852
"13";0,0196959057976218;0,0204972278370577
"14";0,019552277209712;0,0203752742094152
"15";0,0194198413923675;0,0202605842141544
"16";0,0192966865090763;0,0201522468118107
"17";0,0191815843769148;0,0200492993523093
"18";0,0190733651553883;0,0199513311947093
"19";0,0189712913363588;0,0198578150132123
"20";0,0188746658026003;0,0197683805577895
"21";0,0187831983379289;0,019682866264792
"22";0,0186962292241115;0,0196011195463293
"23";0,018613842234892;0,0195230214736041
"24";0,0185357202268114;0,0194484778011546
"25";0,018461737539254;0,019377540139591
"26";0,0183918792126225;0,0193101030237534
"27";0,0183259373085172;0,0192461754294003
"28";0,0182638340370328;0,0191856855504653
"29";0,0182055170395795;0,0191285301657284
"30";0,0181507245232077;0,019074639713063
"31";0,0180994041293275;0,0190238391651827
"32";0,0180513299680224;0,0189760185690487
"33";0,0180062297746247;0,0189310208488913
"34";0,0179638866349763;0,0188885789759019
"35";0,0179241853601792;0,018848710901597
"36";0,0178868626613243;0,0188110643274644
"37";0,0178516776888978;0,0187755607156193
"38";0,0178185317095588;0,018742083381204
"39";0,0177872541839001;0,0187104270037483
"40";0,017757536944221;0,0186805253870347
"41";0,0177293545592065;0,0186521417954389
"42";0,0177026726217831;0,0186253255956313
"43";0,0176771560369753;0,0185998725891113
"44";0,0176528766108494;0,0185756571152631
"45";0,0176297864726945;0,0185526960036334
"46";0,0176076447729971;0,0185308748133042
"47";0,0175864380481196;0,0185100835912368
"48";0,0175661782657399;0,0184902886783375
"49";0,0175467083500881;0,0184714788549087
"50";0,0175280911314721;0,0184535060209386
"51";0,0175100797765395;0,0184363600786994
"52";0,0174928433287377;0,0184200298084932
"53";0,0174761588900697;0,0184044187209185
"54";0,0174602179433785;0,0183894359364229
"55";0,017444715312883;0,0183751656027401
"56";0,0174297766591988;0,0183614674736472
"57";0,0174153825348499;0,0183483841839959
"58";0,0174014102711397;0,0183357923171099
"59";0,0173879286822151;0,0183237569472369
"60";0,0173747567569508;0,0183121860728544
"61";0,0173621099135455;0,0183010897916906
"62";0,0173497891893574;0,0182904344446519
"63";0,0173378185197419;0,0182801257862764
"64";0,0173261455461091;0,0182702737696031
"65";0,0173148076674517;0,0182607381484088
"66";0,0173037674847771;0,0182515615575454
"67";0,0172930220061657;0,0182427496068618
"68";0,0172824710023169;0,0182342069289264
"69";0,0172721249449487;0,0182259694267722
"70";0,0172621723249847;0,0182180101731244
"71";0,0172523333979588;0,0182103258020738
"72";0,0172427098891314;0,0182028882643756
"73";0,0172332688873889;0,0181956840963925
"74";0,0172240657432407;0,0181887099322151
"75";0,0172149194455614;0,0181819152832031
"76";0,0172059990377987;0,0181753584917854
"77";0,0171972895603554;0,0181690092647777
"78";0,01718864291322;0,0181628395529354
"79";0,0171801473580155;0,0181568358926212
"80";0,0171718238381778;0,018150988186107
"81";0,0171635721244064;0,0181453009212718
"82";0,0171553996964997;0,0181397662443273
"83";0,0171474157595167;0,0181343695696662
"84";0,0171395096124387;0,0181290682624368
"85";0,0171317620370902;0,0181239330067354
"86";0,0171240279253791;0,0181188875086167
"87";0,0171163745954925;0,0181139104506549
"88";0,0171088873171339;0,0181090511995203
"89";0,017101412006453;0,0181042559006635
"90";0,0170940488927505;0,0180995436275707
"91";0,0170867964800666;0,0180949009166044
"92";0,017079672719918;0,0180902952306411
"93";0,0170725025850184;0,0180857187158921
"94";0,0170654670864928;0,0180811724943273
"95";0,0170585407930262;0,0180766823712517
"96";0,017051638434915;0,0180721440034754
"97";0,0170448392980239;0,0180676325629739
"98";0,0170381059833601;0,0180631132686839
"99";0,0170314758899165;0,0180586074380314
"100";0,0170249624813304;0,0180540511187385
"101";0,0170183847464767;0,0180494689941406
"102";0,0170119610954733;0,0180448262831744
"103";0,0170055763394225;0,0180401903040269
"104";0,0169992514217601;0,0180354746650247
"105";0,0169930013020833;0,0180306961957146
"106";0,016986811020795;0,0180258952870088
"107";0,0169806416829427;0,0180210349139045
"108";0,0169745875339882;0,0180161274180693
"109";0,0169685154335172;0,0180111739214729
"110";0,0169625181310317;0,0180061329112333
"111";0,0169565073649089;0,0180010548759909
"112";0,0169506312351601;0,0179959050346823
"113";0,0169446773155063;0,0179906688017004
"114";0,016938861024146;0,0179853641285616
"115";0,0169330252853094;0,0179800717970904
"116";0,0169271880505132;0,0179746728784898
"117";0,0169214405732996;0,0179692358129165
"118";0,0169156332576976;0,0179637000140022
"119";0,0169098708208869;0,0179581249461454
"120";0,0169041053921569;0,0179525162191952
"121";0,0168983758664599;0,0179468042710248
"122";0,0168926358690449;0,0179410698834588
"123";0,0168869302787033;0,0179352850072524
"124";0,0168811513863358;0,0179294092514936
"125";0,0168754667394301;0,0179234841290642
"126";0,0168697267420152;0,0179175040301155
"127";0,016863946353688;0,017911449881161
"128";0,0168581973805147;0,0179053519753849
"129";0,0168525127336091;0,0178991934832405
"130";0,0168467637604358;0,0178929699168486
"131";0,0168410192751417;0,0178866756663603
"132";0,0168352029837814;0,0178803298052619
"133";0,0168294240914139;0,0178739110161276
"134";0,0168236242556104;0,0178674518360811
"135";0,0168178049723307;0,0178609578749713
"136";0,0168119378183402;0,0178543618146111
"137";0,0168060975916245;0,0178477018019732
"138";0,0168002977558211;0,0178409980325138
"139";0,0167944006826363;0,0178342033835018
"140";0,0167884677064185;0,0178273851731244
"141";0,016782631967582;0,0178204805710736
"142";0,0167766571044922;0,0178135333341711
"143";0,0167707046807981;0,0178065232669606
"144";0,0167647956399357;0,0177994290520163
"145";0,016758825264725;0,0177923303491929
"146";0,0167528264662799;0,0177851531084846
"147";0,0167467827890434;0,0177778861101936
"148";0,0167407091926126;0,0177706000384162
"149";0,0167346939386106;0,0177632836734547
"150";0,0167286592371324;0,0177558584774242
"151";0,0167226020962584;0,0177484231836656
"152";0,0167165000765931;0,017740930669448
"153";0,0167103786094516;0,0177333910324994
"154";0,0167042810776654;0,0177257773455452
"155";0,0166981835458793;0,0177181030722225
"156";0,0166920231837852;0,0177104602140539
"157";0,0166859241560394;0,0177027578914867
"158";0,0166797159232345;0,0176950017143698
"159";0,0166735959520527;0,0176872130001293
"160";0,0166674206303615;0,0176794130661908
"161";0,0166612632601869;0,017671558155733
"162";0,0166550879384957;0,0176636819278493
"163";0,0166489380481196;0,0176557810166303
"164";0,0166427537506702;0,0176478621538948
"165";0,0166366173239315;0,0176399791941923
"166";0,0166304165709252;0,0176320165746352
"167";0,0166243115593405;0,0176240427353803
"168";0,0166181407255285;0,0176160980673397
"169";0,0166119654038373;0,0176081298379337
"170";0,0166059396781173;0,0176001503888298
"171";0,0165997897877413;0,0175921877692727
"172";0,0165936802882774;0,0175842251497156
"173";0,0165876066918467;0,0175762524324305
"174";0,0165814882166245;0,0175683223499971
"175";0,0165754684747434;0,017560406853171
"176";0,0165694651884191;0,0175524621851304
"177";0,0165634289909812;0,0175445590299719
"178";0,0165574466480928;0,0175366581187529
"179";0,0165515181597541;0,0175288133060231
"180";0,0165455627441406;0,0175209673713235
"181";0,0165396761426739;0,0175131584616268
"182";0,0165337760775697;0,017505370869356
"183";0,0165279223872166;0,0174976337657255
"184";0,0165220731847426;0,0174898977840648
"185";0,0165162733489392;0,0174822201448328
"186";0,0165105303596048;0,0174745638230268
"187";0,0165047514672373;0,0174669692095588
"188";0,0164990473728554;0,0174593903036679
"189";0,0164933911491843;0,0174518461788402
"190";0,0164877394133923;0,01744436712826
"191";0,0164821175967946;0,0174368656382841
"192";0,0164765032599954;0,0174294370763442
"193";0,0164709517535041;0,0174221016378964
"194";0,0164654600854013;0,0174147617115694
"195";0,0164599534577014;0,0174074532003964
"196";0,0164544707653569;0,0174002097634708
"197";0,0164490703507966;0,0173929708144244
"198";0,0164436385210823;0,0173857688903809
"199";0,0164382396024816;0,0173786556019503
"200";0,0164328840667126;0,0173715681188247
"201";0,0164276018329695;0,0173645053190344
"202";0,0164222986557904;0,0173574672025793
"203";0,0164170568129596;0,0173504605012781
