"";"MSETrain";"MSEValid"
"1";0,0502596627029718;0,0370011587703929
"2";0,028505979051777;0,025091750201057
"3";0,0233761103012983;0,023661101846134
"4";0,0225671910304649;0,0231184993070715
"5";0,0221337037927964;0,0227165626077091
"6";0,0218042934642119;0,0223928406659295
"7";0,021543363683364;0,0221288277121151
"8";0,0213329165589576;0,021911143134622
"9";0,0211601391960593;0,0217292673447553
"10";0,021015064015108;0,0215748282039867
"11";0,0208904580508961;0,0214414282406078
"12";0,0207810285979626;0,021324213813333
"13";0,0206830073337929;0,0212195789112764
"14";0,0205933963551241;0,0211247724645278
"15";0,0205103092567593;0,0210378916123334
"16";0,0204325268315334;0,0209573296939625
"17";0,0203587296429802;0,0208821173275218
"18";0,0202882953718597;0,0208112963508157
"19";0,0202207632625804;0,0207442833395565
"20";0,0201558879777497;0,0206806137982537
"21";0,0200931130203546;0,0206198681102079
"22";0,0200324563419118;0,0205618218814625
"23";0,0199737459070542;0,0205061317892636
"24";0,0199168246400123;0,0204526811487534
"25";0,0198616880529067;0,0204012119068819
"26";0,0198081371830959;0,0203517218197093
"27";0,0197562258851294;0,0203039820053998
"28";0,0197057806276808;0,0202579767563764
"29";0,0196570362764246;0,0202135624605067
"30";0,0196096158495136;0,0201707077026367
"31";0,0195636973661535;0,0201292845782112
"32";0,0195192045323989;0,0200892594281365
"33";0,0194761089250153;0,0200505985933192
"34";0,0194342654359107;0,0200132684146657
"35";0,0193938131893382;0,0199771432315602
"36";0,0193546235327627;0,0199422028485466
"37";0,0193166456035539;0,0199084450216854
"38";0,019279852474437;0,0198757440903608
"39";0,0192443144555185;0,0198441382015453
"40";0,0192098744710286;0,0198135375976562
"41";0,0191765250411688;0,0197839288150563
"42";0,0191442227831074;0,0197552467794979
"43";0,0191129691928041;0,0197274959788603
"44";0,0190826221540862;0,0197005619722254
"45";0,0190532669366575;0,0196744582232307
"46";0,0190246985940372;0,0196491106818704
"47";0,0189970981373506;0,019624517104205
"48";0,0189702516443589;0,0196006438311409
"49";0,0189441381716261;0,0195774078369141
"50";0,018918742759555;0,0195547799503102
"51";0,0188940713919845;0,0195327579273897
"52";0,0188700387992111;0,0195112654742073
"53";0,0188465627034505;0,0194902330286363
"54";0,0188235967299517;0,0194696920058307
"55";0,0188011214312385;0,0194496109906365
"56";0,0187792415244907;0,0194299249088063
"57";0,0187576323864507;0,0194106068330653
"58";0,0187365169151157;0,0193916006649242
"59";0,0187156961478439;0,0193728951846852
"60";0,0186951925240311;0,0193544320499196
"61";0,0186750374588312;0,0193362516515395
"62";0,018654972151214;0,0193182687198415
"63";0,0186353197284773;0,0193004675472484
"64";0,0186157765107996;0,0192828256943647
"65";0,0185964053284888;0,0192653319414924
"66";0,0185772749956916;0,0192479885325712
"67";0,0185581446628945;0,0192307034660788
"68";0,0185391355028339;0,0192135687435375
"69";0,0185202355478324;0,0191964587043313
"70";0,0185014014150582;0,0191794429105871
"71";0,0184827064065372;0,019162483215332
"72";0,0184639380959904;0,0191455482034122
"73";0,0184452490713082;0,0191286625581629
"74";0,0184266767314836;0,0191118442311006
"75";0,0184080565209482;0,019095079758588
"76";0,018389487173043;0,0190782906027401
"77";0,0183709806554458;0,0190615889605354
"78";0,0183524576822917;0,0190449591243968
"79";0,0183339436848958;0,019028304604923
"80";0,0183155209410424;0,0190117645263672
"81";0,0182971266204236;0,0189952738144818
"82";0,0182787382836435;0,0189788549086627
"83";0,018260378370098;0,018962516784668
"84";0,0182421067181756;0,0189462257834042
"85";0,0182238410500919;0,0189300783942727
"86";0,0182056890749464;0,0189139579324161
"87";0,0181875550513174;0,0188979765948127
"88";0,0181695302327474;0,0188820984784295
"89";0,0181516759535846;0,018866346022662
"90";0,0181337259330002;0,0188506451775046
"91";0,0181159599154603;0,0188350946762983
"92";0,0180982088575176;0,018819653006161
"93";0,0180805909399893;0,0188043650458841
"94";0,0180630493164062;0,0187891702090993
"95";0,0180456258736405;0,0187740415685317
"96";0,0180282248702704;0,0187590991749483
"97";0,0180109121285233;0,0187442207336426
"98";0,0179937429989085;0,0187294960021973
"99";0,0179766366996017;0,0187148026859059
"100";0,0179596022063611;0,0187002451279584
"101";0,0179427038454542;0,018685780693503
"102";0,0179258563471775;0,0186713914310231
"103";0,017909023808498;0,0186571233412799
"104";0,0178924007041782;0,0186429023742676
"105";0,0178757775998583;0,0186287835065056
"106";0,0178592651965571;0,0186146960538976
